[2023-01-24 16:02:15][all_train.py][line:50][INFO] =============== DATA LOADING =============
[2023-01-24 16:02:15][dataset.py][line:124][INFO] DATA LOADING...
[2023-01-24 16:02:15][dataset.py][line:125][INFO] DATASET: amazon
[2023-01-24 16:02:15][dataset.py][line:514][INFO] Amazon dataset Preprocessing ...
[2023-01-24 16:02:15][dataset.py][line:515][INFO] Original Data Info:
[2023-01-24 16:02:15][dataset.py][line:516][INFO] ORIGINAL Train Data: 245502 example with dim 768, y mean is 3.394782934558578
[2023-01-24 16:02:15][dataset.py][line:521][INFO] ORIGINAL TRAIN [USER] are 1252, minimum text per user is 75.
[2023-01-24 16:02:15][dataset.py][line:524][INFO] ORIGINAL TRAIN [LABEL] are [0 1 2 3 4], distribution is [  2648   6745  22903  71949 141257].
[2023-01-24 16:02:15][dataset.py][line:527][INFO] ORIGINAL Test Data: 46950 example with dim 768, y mean is 3.3934185303514375
[2023-01-24 16:02:15][dataset.py][line:532][INFO] ORIGINAL TEST [USER] are 626, minimum text per user is 75.
[2023-01-24 16:02:15][dataset.py][line:535][INFO] ORIGINAL TEST [LABEL] are [0 1 2 3 4], distribution is [  572  1304  4496 13287 27291].
[2023-01-24 16:02:15][dataset.py][line:540][INFO] Selected [200] USER are: [ 676 1090  466  363  214  463 1118  687  586 1048  608  144  677 1143
  606 1110  141 1166 1144  876  310  139  388  791  115  550  587  890
  154  949 1065 1011  343 1220  392   14  820  496  452  983  167  340
   53  163  944  288 1194  548  302  832  764 1179  206 1115 1072   19
   61  140 1243  600  498 1127 1241  776  251  455  596 1062  745  827
 1073  895  660 1133  693 1001  461 1023  786  797  633  176  638  918
  886  539  653  428  142  465  511 1135  311  859 1175  271  243  451
  532  211 1063  544  285    6 1077  816  152  632  358  705  748  491
  314  739  977  352  383  769  744  344 1198  937  519  148  846  272
  801 1202   25  924 1172 1218 1122 1161  448  197   40 1225 1183   28
  331  675  426 1239 1015  558  661  237  332  564  563 1044  223  500
  665   32   12  439  921  137   79  685 1251 1244  823  404  492 1008
  101  138 1180  117  936  421  196 1214  136  567  290 1083  265  203
   39  401 1103 1100  982  565  684  696  678  446  267  510  445  385
  419  382  386  506]
[2023-01-24 16:02:15][dataset.py][line:548][INFO] Amazon dataset loaded.
[2023-01-24 16:02:15][dataset.py][line:75][INFO] SELECTED Data Info:
[2023-01-24 16:02:15][dataset.py][line:77][INFO] SELECTED Train Data: 39783 example with dim 768, y mean is 0.5405575245707965
[2023-01-24 16:02:15][dataset.py][line:82][INFO] SELECTED TRAIN [USER] are 200, maximum text per user is 842, minimum text per user is 76, average text per user is 198.915.
[2023-01-24 16:02:15][dataset.py][line:85][INFO] SELECTED TRAIN [LABEL] are [0 1], distribution is [18278 21505].
[2023-01-24 16:02:15][dataset.py][line:89][INFO] SELECTED Test Data: 15000 example with dim 768, y mean is 0.5782
[2023-01-24 16:02:15][dataset.py][line:94][INFO] SELECTED TEST [USER] are 200, maximum text per user is 75, minimum text per user is 75, average text per user is 75.0.
[2023-01-24 16:02:15][dataset.py][line:97][INFO] SELECTED TEST [LABEL] are [0 1], distribution is [6327 8673].
[2023-01-24 16:02:15][dataset.py][line:100][INFO] Added Information:
[2023-01-24 16:02:15][dataset.py][line:101][INFO] Train Data:
[2023-01-24 16:02:15][dataset.py][line:102][INFO] E(Y) = 0.5405575245707965
[2023-01-24 16:02:15][dataset.py][line:103][INFO] E(Y|a) = 0.5740175031155367
[2023-01-24 16:02:15][dataset.py][line:106][INFO] | E(Y|a)_train - E(Y|a)_train | mean = 0.20527397989476676
[2023-01-24 16:02:15][dataset.py][line:109][INFO] Test Data:
[2023-01-24 16:02:15][dataset.py][line:110][INFO] E(Y) = 0.5782
[2023-01-24 16:02:15][dataset.py][line:111][INFO] E(Y|a) = 0.5782
[2023-01-24 16:02:15][dataset.py][line:114][INFO] | E(Y|a)_test - E(Y|a)_test | mean = 0.20611533333333334
[2023-01-24 16:02:15][all_train.py][line:91][INFO] Namespace(config='EXPS/amazon_template.yml', method='ours', dataset='amazon', sens_attrs='all', N_subtask=200, acc_bar=0.5, lower_rate=3, upper_rate=4, model_name='FcNet4', training_epoch=80, batch_size=50, max_inner=15, max_outer=5, lr_prior=0.001, lr_post=0.8, weight=0.4, divergence_type='W_Sqr', kappa_prior=0.01, kappa_post=0.001, log_var_init_mean=0.01, log_var_init_var=0.01, eps_std=0.08, n_MC=5, acc_bin=0.5, params={'n_bins': 10, 'interpolate_kind': 'linear'}, seed=4, use_wandb=False, wandb_username='YOURWANDBNAME', exp_name='amazon_200_example', train_inf_step=2, device=device(type='cpu'), log_var_init={'mean': 0.01, 'std': 0.01}, input_shape=768, output_dim=1)
[2023-01-24 16:02:15][fair_training.py][line:298][INFO] ===============Training Process=============
[2023-01-24 16:02:16][fair_training.py][line:316][INFO] The Initial overall accuracy is: 0.5250666666666667
[2023-01-24 16:02:19][fair_training.py][line:95][INFO] Epoch=[1/80], Inner Loop Task=[1/200], Inner Step=[15/15], CLS_LOSS = 1.8368440866470337, DIS_LOSS = 40.42332077026367, TOTAL_LOSS = 18.00617218017578
[2023-01-24 16:02:19][fair_training.py][line:95][INFO] Epoch=[1/80], Inner Loop Task=[2/200], Inner Step=[15/15], CLS_LOSS = 0.7910523414611816, DIS_LOSS = 5.644832611083984, TOTAL_LOSS = 3.048985481262207
[2023-01-24 16:02:20][fair_training.py][line:95][INFO] Epoch=[1/80], Inner Loop Task=[3/200], Inner Step=[15/15], CLS_LOSS = 0.97933429479599, DIS_LOSS = 6.6516852378845215, TOTAL_LOSS = 3.6400084495544434
[2023-01-24 16:02:20][fair_training.py][line:95][INFO] Epoch=[1/80], Inner Loop Task=[4/200], Inner Step=[15/15], CLS_LOSS = 0.9356720447540283, DIS_LOSS = 2.6195406913757324, TOTAL_LOSS = 1.9834883213043213
[2023-01-24 16:02:21][fair_training.py][line:95][INFO] Epoch=[1/80], Inner Loop Task=[5/200], Inner Step=[15/15], CLS_LOSS = 38.0, DIS_LOSS = 152.64999389648438, TOTAL_LOSS = 99.05999755859375
[2023-01-24 16:02:21][fair_training.py][line:95][INFO] Epoch=[1/80], Inner Loop Task=[6/200], Inner Step=[15/15], CLS_LOSS = 1.002868890762329, DIS_LOSS = 6.900638580322266, TOTAL_LOSS = 3.763124465942383
[2023-01-24 16:02:22][fair_training.py][line:95][INFO] Epoch=[1/80], Inner Loop Task=[7/200], Inner Step=[15/15], CLS_LOSS = 0.69182288646698, DIS_LOSS = 4.489609241485596, TOTAL_LOSS = 2.487666606903076
[2023-01-24 16:02:22][fair_training.py][line:95][INFO] Epoch=[1/80], Inner Loop Task=[8/200], Inner Step=[15/15], CLS_LOSS = 0.5404210686683655, DIS_LOSS = 1.9771983623504639, TOTAL_LOSS = 1.3313004970550537
[2023-01-24 16:02:23][fair_training.py][line:95][INFO] Epoch=[1/80], Inner Loop Task=[9/200], Inner Step=[15/15], CLS_LOSS = 0.8378557562828064, DIS_LOSS = 2.1767618656158447, TOTAL_LOSS = 1.7085604667663574
[2023-01-24 16:02:23][fair_training.py][line:95][INFO] Epoch=[1/80], Inner Loop Task=[10/200], Inner Step=[15/15], CLS_LOSS = 6.669289588928223, DIS_LOSS = 82.08998107910156, TOTAL_LOSS = 39.50528335571289
[2023-01-24 16:02:23][fair_training.py][line:95][INFO] Epoch=[1/80], Inner Loop Task=[11/200], Inner Step=[15/15], CLS_LOSS = 0.8832578659057617, DIS_LOSS = 2.715214490890503, TOTAL_LOSS = 1.969343662261963
[2023-01-24 16:02:24][fair_training.py][line:95][INFO] Epoch=[1/80], Inner Loop Task=[12/200], Inner Step=[15/15], CLS_LOSS = 0.9426578283309937, DIS_LOSS = 3.0965354442596436, TOTAL_LOSS = 2.181272029876709
[2023-01-24 16:02:24][fair_training.py][line:95][INFO] Epoch=[1/80], Inner Loop Task=[13/200], Inner Step=[15/15], CLS_LOSS = 0.9695192575454712, DIS_LOSS = 2.3996694087982178, TOTAL_LOSS = 1.929387092590332
[2023-01-24 16:02:25][fair_training.py][line:95][INFO] Epoch=[1/80], Inner Loop Task=[14/200], Inner Step=[15/15], CLS_LOSS = 0.5187009572982788, DIS_LOSS = 1.6273887157440186, TOTAL_LOSS = 1.16965651512146
[2023-01-24 16:02:25][fair_training.py][line:95][INFO] Epoch=[1/80], Inner Loop Task=[15/200], Inner Step=[15/15], CLS_LOSS = 1.0172029733657837, DIS_LOSS = 30.884597778320312, TOTAL_LOSS = 13.371042251586914
[2023-01-24 16:02:26][fair_training.py][line:95][INFO] Epoch=[1/80], Inner Loop Task=[16/200], Inner Step=[15/15], CLS_LOSS = 0.3206856846809387, DIS_LOSS = 5.500875473022461, TOTAL_LOSS = 2.52103590965271
[2023-01-24 16:02:26][fair_training.py][line:95][INFO] Epoch=[1/80], Inner Loop Task=[17/200], Inner Step=[15/15], CLS_LOSS = 0.792755663394928, DIS_LOSS = 4.627524375915527, TOTAL_LOSS = 2.643765449523926
[2023-01-24 16:02:27][fair_training.py][line:95][INFO] Epoch=[1/80], Inner Loop Task=[18/200], Inner Step=[15/15], CLS_LOSS = 0.8257524371147156, DIS_LOSS = 3.395792007446289, TOTAL_LOSS = 2.1840691566467285
[2023-01-24 16:02:27][fair_training.py][line:95][INFO] Epoch=[1/80], Inner Loop Task=[19/200], Inner Step=[15/15], CLS_LOSS = 1.0102561712265015, DIS_LOSS = 32.841373443603516, TOTAL_LOSS = 14.146805763244629
[2023-01-24 16:02:27][fair_training.py][line:95][INFO] Epoch=[1/80], Inner Loop Task=[20/200], Inner Step=[15/15], CLS_LOSS = 0.6026598811149597, DIS_LOSS = 3.656278371810913, TOTAL_LOSS = 2.065171241760254
[2023-01-24 16:02:28][fair_training.py][line:95][INFO] Epoch=[1/80], Inner Loop Task=[21/200], Inner Step=[15/15], CLS_LOSS = 0.8314274549484253, DIS_LOSS = 2.2499516010284424, TOTAL_LOSS = 1.7314081192016602
[2023-01-24 16:02:28][fair_training.py][line:95][INFO] Epoch=[1/80], Inner Loop Task=[22/200], Inner Step=[15/15], CLS_LOSS = 1.9795442819595337, DIS_LOSS = 9.909852981567383, TOTAL_LOSS = 5.943485736846924
